gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,ceqq,cheq,chq,cshoq,dlcq,dlttq,oiadpq,oibdpq,ppentq,rectq,rectrq,saleq,xrdq,xsgaq,exchg,costat,busdesc,city,naics,sic
001690,20110331,2011,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q1,2011Q2,94904.0000,61477.0000,29234.0000,15978.0000,924.6740,0.0000,0.0000,7874.0000,8308.0000,6241.0000,11095.0000,5798.0000,24667.0000,581.0000,2344.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20110630,2011,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q2,2011Q3,106758.0000,69343.0000,28395.0000,12091.0000,926.9040,0.0000,0.0000,9379.0000,9860.0000,6749.0000,11471.0000,6102.0000,28571.0000,628.0000,2543.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20110930,2011,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q3,2011Q4,116371.0000,76615.0000,25952.0000,9815.0000,929.2770,0.0000,0.0000,8710.0000,9253.0000,7777.0000,11717.0000,5369.0000,28270.0000,645.0000,2670.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20111231,2012,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q4,2012Q1,138681.0000,90054.0000,30156.0000,10310.0000,932.2140,0.0000,0.0000,17340.0000,18061.0000,7816.0000,16484.0000,8930.0000,46333.0000,758.0000,3363.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20120331,2012,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q1,2012Q2,150934.0000,102498.0000,28538.0000,10121.0000,934.9820,0.0000,0.0000,15384.0000,16124.0000,8847.0000,13769.0000,7042.0000,39186.0000,841.0000,3180.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20120630,2012,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q2,2012Q3,162896.0000,111746.0000,27654.0000,7945.0000,937.2660,0.0000,0.0000,11573.0000,12408.0000,10487.0000,14298.0000,7657.0000,35023.0000,876.0000,3421.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20120930,2012,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q3,2012Q4,176064.0000,118210.0000,29129.0000,10746.0000,939.2080,0.0000,0.0000,10944.0000,11925.0000,15452.0000,18692.0000,10930.0000,35966.0000,906.0000,3457.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20121231,2013,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q4,2013Q1,196088.0000,127346.0000,39820.0000,16154.0000,938.9730,0.0000,0.0000,17210.0000,18798.0000,15422.0000,21534.0000,11598.0000,54512.0000,1010.0000,3850.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20130331,2013,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q1,2013Q2,194743.0000,135490.0000,39137.0000,12053.0000,940.0940,0.0000,0.0000,12558.0000,14250.0000,15026.0000,13336.0000,7084.0000,43603.0000,1119.0000,3791.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20130630,2013,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q2,2013Q3,199856.0000,123354.0000,42606.0000,11248.0000,908.4420,0.0000,16958.0000,9201.0000,10895.0000,16327.0000,13453.0000,8839.0000,35323.0000,1178.0000,3823.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20130930,2013,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q3,2013Q4,207000.0000,123549.0000,40546.0000,14259.0000,899.2130,0.0000,16960.0000,10030.0000,11813.0000,16597.0000,20641.0000,13102.0000,37472.0000,1168.0000,3841.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20131231,2014,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q4,2014Q1,225184.0000,129684.0000,40711.0000,14077.0000,892.4470,0.0000,16961.0000,17463.0000,19607.0000,15488.0000,25198.0000,14200.0000,57594.0000,1330.0000,4383.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20140331,2014,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q1,2014Q2,205989.0000,120179.0000,41350.0000,18949.0000,861.7450,0.0000,16962.0000,13593.0000,15480.0000,15120.0000,15820.0000,9700.0000,45646.0000,1422.0000,4354.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20140630,2014,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q2,2014Q3,222520.0000,120940.0000,37805.0000,12977.0000,5989.1710,2010.0000,29030.0000,10282.0000,12228.0000,17585.0000,16841.0000,10788.0000,37432.0000,1603.0000,4453.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20140930,2014,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q3,2014Q4,231839.0000,111547.0000,25077.0000,13844.0000,5866.1610,6308.0000,28987.0000,11165.0000,13134.0000,20624.0000,27219.0000,17460.0000,42123.0000,1686.0000,4844.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20141231,2015,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q4,2015Q1,261894.0000,123328.0000,32463.0000,19478.0000,5826.4190,3899.0000,32504.0000,24246.0000,26821.0000,20392.0000,29976.0000,16709.0000,74599.0000,1895.0000,5495.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20150331,2015,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q1,2015Q2,261194.0000,129006.0000,33096.0000,14489.0000,5762.2780,3799.0000,40072.0000,18278.0000,20757.0000,20151.0000,18164.0000,10905.0000,58010.0000,1918.0000,5378.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20150630,2015,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q2,2015Q3,273151.0000,125677.0000,34703.0000,15319.0000,5705.4000,6999.0000,47419.0000,14083.0000,17167.0000,21149.0000,19907.0000,10370.0000,49605.0000,2034.0000,5598.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20150930,2015,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q3,2015Q4,290479.0000,119355.0000,41601.0000,21120.0000,5578.7530,10999.0000,53463.0000,14623.0000,17742.0000,22471.0000,30343.0000,16849.0000,51501.0000,2220.0000,5925.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20151231,2016,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q4,2016Q1,293284.0000,128267.0000,38074.0000,16689.0000,5544.4870,9759.0000,53204.0000,23623.0000,26577.0000,22300.0000,24621.0000,12953.0000,75324.0000,2404.0000,6252.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20160331,2016,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q1,2016Q2,305277.0000,130457.0000,55283.0000,21514.0000,5478.4460,10498.0000,69374.0000,13987.0000,16464.0000,23203.0000,19824.0000,12229.0000,50557.0000,2511.0000,5934.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20160630,2016,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q2,2016Q3,305602.0000,126541.0000,61756.0000,18237.0000,5393.1650,15996.0000,68939.0000,10105.0000,12631.0000,25448.0000,19042.0000,11714.0000,42358.0000,2560.0000,6001.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20160930,2016,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q3,2016Q4,321686.0000,128249.0000,67155.0000,20484.0000,5336.1660,11605.0000,75427.0000,11761.0000,14309.0000,27010.0000,29299.0000,15754.0000,46852.0000,2570.0000,6052.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20161231,2017,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q4,2017Q1,331141.0000,132390.0000,60452.0000,16371.0000,5255.4230,13992.0000,73557.0000,23359.0000,26346.0000,26510.0000,27977.0000,14057.0000,78351.0000,2871.0000,6817.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20170331,2017,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2017Q1,2017Q2,334532.0000,134082.0000,67101.0000,15157.0000,5205.8150,13991.0000,84531.0000,14097.0000,16429.0000,27163.0000,20612.0000,11579.0000,52896.0000,2776.0000,6494.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,20170630,2017,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2017Q2,2017Q3,345173.0000,132425.0000,76759.0000,18571.0000,5169.7820,18475.0000,89864.0000,10768.0000,13122.0000,29286.0000,22632.0000,12399.0000,45408.0000,2937.0000,6720.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
